9.624183006535942664e-02,1.233660130718953196e-01,1.436274509803920352e-01,1.534313725490194236e-01,1.975490196078429905e-01,2.281045751633984375e-01,2.483660130718952086e-01,2.308823529411763442e-01,2.839869281045749871e-01,2.772875816993461973e-01,2.727124183006533475e-01,2.867647058823528106e-01,2.616013071895422759e-01,2.764705882352939681e-01,2.921568627450978894e-01,3.374183006535945162e-01,2.866013071895422981e-01,3.163398692810454604e-01,3.026143790849671333e-01,2.856209150326795010e-01,3.655228758169932757e-01,3.055555555555552472e-01,2.733660130718951753e-01,2.998366013071892544e-01,2.281045751633984375e-01,2.127450980392154856e-01,2.014705882352939292e-01,1.769607843137254166e-01,1.411764705882351534e-01,2.274509803921563877e-01
8.267973856209147321e-02,1.119281045751632925e-01,1.495098039215685126e-01,1.776143790849672444e-01,1.915032679738560561e-01,1.890522875816992021e-01,2.160130718954246243e-01,2.132352941176468564e-01,2.547385620915030291e-01,2.717320261437907170e-01,2.769607843137253389e-01,3.205882352941173408e-01,2.937908496732024033e-01,2.982026143790846850e-01,2.439542483660128713e-01,2.882352941176468120e-01,2.952614379084964047e-01,2.820261437908495039e-01,2.700980392156860921e-01,2.802287581699345331e-01,2.565359477124181109e-01,2.764705882352938571e-01,2.478758169934638100e-01,2.681372549019605533e-01,2.223856209150324448e-01,2.026143790849671833e-01,1.464052287581698863e-01,1.289215686274508832e-01,1.259803921568625473e-01,4.627450980392147084e-01
7.973856209150322061e-02,8.562091503267967030e-02,1.375816993464051563e-01,1.580065359477123288e-01,1.823529411764704122e-01,1.887254901960783160e-01,2.027777777777775847e-01,2.367647058823526829e-01,2.379084967320259369e-01,2.544117647058820597e-01,2.338235294117644025e-01,2.669934640522873548e-01,2.733660130718952308e-01,2.754901960784312265e-01,3.031045751633984486e-01,3.158496732026142562e-01,3.045751633986926721e-01,2.995098039215683960e-01,3.272875816993461306e-01,3.026143790849670778e-01,3.217320261437906503e-01,2.915032679738561172e-01,3.148692810457514590e-01,2.800653594771240207e-01,2.660130718954246132e-01,2.743464052287579169e-01,2.209150326797383324e-01,1.830065359477122955e-01,1.549019607843135915e-01,6.980392156862736952e-01
9.003267973856203532e-02,1.116013071895423786e-01,1.282679738562090554e-01,1.508169934640522236e-01,1.764705882352940458e-01,2.119281045751632009e-01,2.647058823529409577e-01,2.718954248366010074e-01,2.764705882352939681e-01,2.866013071895423536e-01,2.955882352941173741e-01,2.915032679738560617e-01,2.607843137254899912e-01,3.133986928104574021e-01,3.398692810457513702e-01,3.339869281045748650e-01,3.316993464052285789e-01,3.246732026143788752e-01,3.222222222222219101e-01,3.022875816993462195e-01,3.003267973856206807e-01,3.256535947712416168e-01,2.852941176470585316e-01,3.055555555555553027e-01,2.795751633986925944e-01,2.699346405228755796e-01,2.318627450980389748e-01,1.888888888888887452e-01,1.673202614379083741e-01,9.333333333333332371e-01
1.016339869281044778e-01,1.197712418300652532e-01,1.348039215686273329e-01,1.673202614379083741e-01,1.856209150326796065e-01,2.101307189542482023e-01,2.199346405228756185e-01,2.503267973856206918e-01,2.668300653594768979e-01,2.584967320261435941e-01,2.594771241830063357e-01,2.522875816993461195e-01,2.511437908496731430e-01,2.627450980392154745e-01,2.482026143790847794e-01,2.619281045751632453e-01,2.841503267973854441e-01,2.764705882352938571e-01,2.794117647058821374e-01,2.834967320261435608e-01,2.993464052287578836e-01,2.952614379084965157e-01,3.143790849673200882e-01,2.897058823529408689e-01,2.679738562091500409e-01,2.591503267973854219e-01,1.978758169934638766e-01,1.642156862745097756e-01,1.421568627450979228e-01,1.168627450980394000e+00
9.362745098039210179e-02,1.044117647058822734e-01,1.565359477124181886e-01,1.611111111111110383e-01,1.821895424836600663e-01,2.532679738562089722e-01,2.820261437908495039e-01,2.790849673202612791e-01,3.385620915032677147e-01,2.867647058823527551e-01,3.282679738562088168e-01,2.852941176470586426e-01,3.156862745098037437e-01,2.972222222222219989e-01,3.088235294117644414e-01,2.947712418300650894e-01,2.955882352941174296e-01,3.238562091503264795e-01,2.991830065359474822e-01,3.063725490196075874e-01,3.274509803921566431e-01,3.238562091503264795e-01,3.209150326797383657e-01,2.694444444444442088e-01,2.982026143790847406e-01,2.810457516339865403e-01,2.333333333333330872e-01,1.937908496732024810e-01,1.436274509803920629e-01,1.403921568627452210e+00
1.076797385620913983e-01,1.245098039215685320e-01,1.434640522875815505e-01,1.957516339869279365e-01,1.973856209150325336e-01,2.496732026143787808e-01,2.486928104575160947e-01,2.843137254901958455e-01,3.238562091503265350e-01,3.411764705882350257e-01,3.302287581699345220e-01,3.196078431372547102e-01,3.893790849673199328e-01,3.019607843137251946e-01,3.191176470588234504e-01,2.913398692810455493e-01,3.218954248366011073e-01,3.021241830065357625e-01,2.699346405228756351e-01,3.114379084967317524e-01,2.908496732026141784e-01,3.236928104575160781e-01,2.883986928104572134e-01,2.761437908496729987e-01,2.565359477124181109e-01,2.310457516339867456e-01,2.266339869281043529e-01,1.856209150326796065e-01,1.532679738562090777e-01,1.639215686274508421e+00
1.153594771241828743e-01,1.130718954248364910e-01,1.614379084967318967e-01,1.722222222222221377e-01,2.197712418300651616e-01,2.274509803921565820e-01,2.589869281045749649e-01,2.901960784313723507e-01,2.704248366013069504e-01,3.238562091503267015e-01,3.241830065359475044e-01,2.933006535947710880e-01,3.305555555555553249e-01,3.263071895424834445e-01,3.299019607843134416e-01,3.343137254901957234e-01,3.017973856209147931e-01,3.522875816993462084e-01,2.993464052287579391e-01,3.259803921568624197e-01,3.423202614379081687e-01,3.344771241830062913e-01,3.416666666666663965e-01,3.191176470588232283e-01,3.142156862745095203e-01,3.063725490196076429e-01,2.366013071895421982e-01,1.968954248366011628e-01,1.859477124183005481e-01,1.874509803921568851e+00
1.133986928104574049e-01,1.388888888888887840e-01,1.632352941176470063e-01,2.006535947712416723e-01,2.388888888888886231e-01,2.885620915032675593e-01,2.836601307189540733e-01,3.196078431372546547e-01,3.171568627450978561e-01,3.210784313725488226e-01,3.349673202614376066e-01,3.251633986928102460e-01,3.509803921568623863e-01,3.256535947712416168e-01,3.437908496732024477e-01,3.315359477124180665e-01,3.741830065359474933e-01,3.472222222222220434e-01,3.736928104575161780e-01,3.656862745098036771e-01,4.075163398692807082e-01,4.341503267973852442e-01,3.852941176470585649e-01,3.807189542483657707e-01,3.022875816993461084e-01,2.929738562091501741e-01,2.681372549019604978e-01,2.151960784313723674e-01,1.846405228758168926e-01,7.843137254901947353e-01
9.068627450980387694e-02,1.240196078431371612e-01,1.491830065359475710e-01,1.879084967320260313e-01,2.276143790849671500e-01,2.735294117647056322e-01,2.852941176470586426e-01,3.183006535947711657e-01,3.562091503267972303e-01,3.532679738562088390e-01,3.310457516339866957e-01,3.555555555555554026e-01,3.428104575163395951e-01,3.669934640522873881e-01,3.279411764705880694e-01,3.547385620915031179e-01,3.524509803921566653e-01,3.506535947712415280e-01,3.387254901960782827e-01,3.584967320261436274e-01,3.464052287581696477e-01,3.812091503267970860e-01,3.486928104575160448e-01,3.383986928104573688e-01,3.258169934640520737e-01,2.996732026143788530e-01,2.544117647058821152e-01,1.774509803921567597e-01,1.846405228758169204e-01,7.843137254901947353e-01
1.040849673202613457e-01,1.308823529411763942e-01,1.583333333333331872e-01,2.214052287581698142e-01,2.163398692810455382e-01,2.663398692810455826e-01,3.161764705882350035e-01,3.663398692810455604e-01,3.529411764705880916e-01,3.549019607843134083e-01,3.852941176470586204e-01,3.681372549019603646e-01,3.712418300653592684e-01,3.689542483660128713e-01,3.727124183006533253e-01,3.838235294117644525e-01,3.789215686274507444e-01,3.539215686274507777e-01,3.478758169934639266e-01,3.575163398692808303e-01,3.372549019607840592e-01,3.665032679738560173e-01,3.609477124183003149e-01,3.606209150326794011e-01,3.366013071895421760e-01,3.473856209150325558e-01,2.717320261437906614e-01,2.405228758169931369e-01,1.751633986928103071e-01,7.843137254901947353e-01
